City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Bandarbeyla,SO,9.49,50.81,72.77,75,0,17.31,clear sky
361,Havelock,US,34.88,-76.9,53.6,93,75,7.99,broken clouds
362,Gravdal,NO,68.12,13.5,36.23,95,100,2.86,light rain
363,Kudahuvadhoo,MV,2.67,72.89,81.23,73,100,5.93,overcast clouds
364,Flin Flon,CA,54.77,-101.86,-21.14,86,0,1.86,clear sky
365,Sfantu Gheorghe,RO,45.87,25.78,37.99,95,100,2.66,overcast clouds
366,Sur,OM,22.57,59.53,65.95,65,0,1.88,clear sky
367,Baghdad,IQ,33.34,44.4,44.6,93,0,4.7,clear sky
368,Strezhevoy,RU,60.73,77.59,-20.2,68,40,13.42,scattered clouds
369,Mogadishu,SO,2.04,45.34,76.41,76,85,18.37,overcast clouds
370,East London,ZA,-33.02,27.91,70.61,64,47,15.41,scattered clouds
371,Kenai,US,60.55,-151.26,35.6,74,1,10.29,clear sky
372,Hwange,ZW,-18.37,26.5,72.05,76,32,1.21,scattered clouds
373,Yar-Sale,RU,66.83,70.83,-29.83,85,100,9.42,overcast clouds
374,Alenquer,BR,-1.94,-54.74,82.4,83,0,5.82,clear sky
375,Lakes Entrance,AU,-37.88,147.98,66.99,63,89,1.99,overcast clouds
376,Zhigansk,RU,66.77,123.37,-45.6,78,61,2.64,broken clouds
377,Vila Do Maio,CV,15.13,-23.22,68.0,77,40,6.93,scattered clouds
378,Berlevag,NO,70.86,29.09,34.07,89,100,20.11,overcast clouds
379,La Palma,US,33.85,-118.05,66.99,22,1,4.7,clear sky
380,Belmonte,BR,-15.86,-38.88,77.0,83,75,6.93,broken clouds
381,Sabla,NG,12.75,4.71,70.52,22,4,7.99,clear sky
382,Rengo,CL,-34.42,-70.87,73.4,46,0,6.93,clear sky
383,Puerto Madryn,AR,-42.77,-65.04,65.73,50,0,10.51,clear sky
384,Jinchang,CN,38.5,102.17,20.53,69,0,3.29,clear sky
385,College,US,64.86,-147.8,17.6,78,90,2.06,mist
386,San Quintin,MX,30.48,-115.95,61.61,60,100,6.13,overcast clouds
387,Whitehorse,CA,60.72,-135.05,26.6,79,20,18.34,few clouds
388,San Policarpo,PH,12.18,125.51,82.98,77,76,5.32,broken clouds
389,Sao Raimundo Nonato,BR,-9.02,-42.7,75.83,61,75,1.59,broken clouds
390,Cartagena,CO,10.4,-75.51,80.6,88,20,9.17,few clouds
391,Altay,CN,47.87,88.12,5.49,82,48,2.35,scattered clouds
392,Tyumen,RU,57.15,65.53,28.4,86,90,6.71,overcast clouds
393,Severo-Kurilsk,RU,50.68,156.12,21.16,91,80,23.06,broken clouds
394,Cap Malheureux,MU,-19.98,57.61,75.0,86,3,7.0,light rain
395,Cayenne,GF,4.93,-52.33,78.8,94,75,5.82,broken clouds
396,Ancud,CL,-41.87,-73.82,59.0,100,90,10.29,light rain
397,Coquimbo,CL,-29.95,-71.34,59.0,82,0,8.05,clear sky
398,Alofi,NU,-19.06,-169.92,82.4,78,79,9.17,broken clouds
399,Lima,PE,-12.04,-77.03,69.8,77,75,14.99,broken clouds
400,Yuyao,CN,30.05,121.15,51.8,57,4,11.18,haze
401,Mount Isa,AU,-20.73,139.5,87.8,40,12,6.93,few clouds
402,Santiago,CL,-33.46,-70.65,69.8,52,0,10.29,clear sky
403,Kungurtug,RU,50.6,97.52,4.15,88,100,1.61,overcast clouds
404,Hermiston,US,45.84,-119.29,37.0,74,1,5.82,clear sky
405,Cajaruro,PE,-5.74,-78.43,77.86,63,100,3.58,overcast clouds
406,Ituporanga,BR,-27.41,-49.6,72.0,94,93,2.91,overcast clouds
407,Mehamn,NO,71.04,27.85,33.73,90,100,16.24,overcast clouds
408,Santa Cecilia,BR,-26.96,-50.43,61.65,97,73,6.46,broken clouds
409,Okhotsk,RU,59.38,143.3,-15.54,85,100,13.94,overcast clouds
410,Pouembout,NC,-21.13,164.9,84.4,66,64,7.72,broken clouds
411,Kalevala,RU,65.2,31.17,27.16,98,100,5.32,light snow
412,Port-Gentil,GA,-0.72,8.78,79.47,82,100,7.87,light rain
413,Lompoc,US,34.64,-120.46,52.0,81,1,3.0,clear sky
414,Wanaka,NZ,-44.7,169.15,64.42,59,51,3.24,light rain
415,Lorengau,PG,-2.02,147.27,83.62,76,99,4.59,moderate rain
416,Kurilsk,RU,45.23,147.88,37.24,76,55,6.53,broken clouds
417,Guilin,CN,25.28,110.29,51.8,87,90,7.49,mist
418,Zelenogorskiy,RU,55.03,87.0,15.8,78,90,13.42,light snow
419,Chapais,CA,49.78,-74.85,12.2,92,90,12.75,light snow
420,Ongandjera,NA,-17.88,15.07,78.58,42,99,5.84,overcast clouds
421,Luanda,AO,-8.84,13.23,77.0,88,75,4.7,broken clouds
422,Sa Kaeo,TH,13.75,102.33,76.3,64,83,6.13,broken clouds
423,Miramar,US,25.99,-80.23,75.2,73,75,10.29,broken clouds
424,Troitsko-Pechorsk,RU,62.71,56.2,-20.69,87,37,5.14,scattered clouds
425,Doka,SD,13.52,35.77,69.96,50,0,9.19,clear sky
426,Aksu,CN,41.12,80.26,15.12,90,100,0.49,overcast clouds
427,Alyangula,AU,-13.85,136.42,87.8,66,40,9.17,scattered clouds
428,Port Angeles,US,48.12,-123.43,39.2,93,1,5.82,clear sky
429,Beian,NO,63.66,9.57,35.6,93,20,20.8,light snow
430,Karaman,TR,37.08,33.25,26.64,92,0,4.72,clear sky
431,Bathsheba,BB,13.22,-59.52,78.8,83,40,18.34,scattered clouds
432,Norsup,VU,-16.07,167.38,86.0,79,75,8.05,light rain
433,Worland,US,44.02,-107.96,19.99,61,1,11.41,clear sky
434,Los Llanos De Aridane,ES,28.66,-17.92,62.6,55,0,8.05,clear sky
435,Touros,BR,-5.2,-35.46,78.8,78,40,11.41,scattered clouds
436,Piacabucu,BR,-10.41,-36.43,76.96,83,90,11.12,overcast clouds
437,Merauke,ID,-8.47,140.33,84.45,75,100,4.0,moderate rain
438,Selizharovo,RU,56.85,33.45,24.71,98,100,6.42,overcast clouds
439,Kongolo,CD,-5.38,27.0,68.2,94,58,1.1,broken clouds
440,Dzialdowo,PL,53.24,20.17,35.6,100,90,5.82,moderate rain
441,Pano Aqil,PK,27.86,69.11,44.6,87,0,4.74,mist
442,Wajir,KE,1.75,40.06,76.87,78,0,12.28,clear sky
443,Male,MV,4.17,73.51,78.8,88,75,3.36,broken clouds
444,Zabaykalsk,RU,49.63,117.32,0.18,86,100,4.52,overcast clouds
445,Sorland,NO,67.67,12.69,38.1,96,100,24.18,light rain
446,Gravelbourg,CA,49.88,-106.55,8.6,78,20,10.29,few clouds
447,Guerrero Negro,MX,27.98,-114.06,62.17,67,100,3.91,overcast clouds
448,Antofagasta,CL,-23.65,-70.4,66.2,77,90,9.17,overcast clouds
449,Fairbanks,US,64.84,-147.72,17.6,92,90,2.24,light snow
450,Saldanha,ZA,-33.01,17.94,62.6,82,48,1.12,scattered clouds
451,Brokopondo,SR,4.75,-55.17,76.75,89,100,9.19,overcast clouds
452,Aykhal,RU,66.0,111.5,-47.2,57,0,4.47,clear sky
453,Swellendam,ZA,-34.02,20.44,60.8,87,97,5.32,overcast clouds
454,Salalah,OM,17.02,54.09,71.6,37,0,8.05,clear sky
455,Shingu,JP,33.73,135.98,51.8,66,75,1.12,broken clouds
456,Nouadhibou,MR,20.93,-17.03,62.6,63,0,2.24,clear sky
457,Galesong,ID,-5.32,119.37,84.2,74,20,4.7,moderate rain
458,Bugac,HU,46.69,19.68,46.0,93,0,4.7,clear sky
459,Tual,ID,-5.67,132.75,84.07,70,71,1.95,broken clouds
460,Puerto Carreno,CO,6.19,-67.49,80.8,69,1,11.18,clear sky
461,Lagoa,PT,39.05,-27.98,57.15,68,97,25.05,overcast clouds
462,Sao Joao Da Barra,BR,-21.64,-41.05,73.42,94,100,10.51,moderate rain
463,Oyama,JP,36.3,139.8,48.99,49,75,3.36,broken clouds
464,Evanston,US,42.04,-87.69,46.0,47,100,1.99,overcast clouds
465,Ponto Novo,BR,-10.86,-40.13,71.91,64,4,7.49,clear sky
466,Hokitika,NZ,-42.72,170.97,61.75,82,75,21.7,light rain
467,Peleduy,RU,59.63,112.74,-5.94,89,100,3.89,overcast clouds
468,Zhangye,CN,38.93,100.45,19.81,66,0,6.22,clear sky
469,Kalmunai,LK,7.42,81.82,76.14,91,98,9.4,light rain
470,Bam,IR,29.11,58.36,47.43,46,0,3.85,clear sky
471,Tautira,PF,-17.73,-149.15,84.0,74,40,5.82,moderate rain
472,Xining,CN,36.62,101.77,15.85,69,68,2.44,broken clouds
473,Bilibino,RU,68.05,166.44,-30.73,80,100,2.71,overcast clouds
474,Tumwater,US,47.01,-122.91,37.0,93,1,3.36,clear sky
475,Celestun,MX,20.87,-90.4,75.79,79,0,9.06,clear sky
476,Wasilla,US,61.58,-149.44,30.99,86,75,5.82,broken clouds
477,Tahoua,NE,14.89,5.27,69.55,23,98,11.21,overcast clouds
478,Kununurra,AU,-15.77,128.73,87.8,74,40,5.82,scattered clouds
479,Jasper,US,37.2,-94.35,30.99,58,75,23.04,broken clouds
480,Padang,ID,-0.95,100.35,78.98,78,100,2.53,overcast clouds
481,Trairi,BR,-3.28,-39.27,78.51,79,45,10.27,scattered clouds
482,Maceio,BR,-9.67,-35.74,75.2,88,40,3.36,scattered clouds
483,Sozimskiy,RU,59.74,52.25,21.33,98,100,4.27,overcast clouds
484,Guaymas,MX,27.93,-110.9,71.6,49,40,9.73,scattered clouds
485,Swan Hill,AU,-35.34,143.55,75.06,35,0,9.46,clear sky
486,Tanggu,CN,39.02,117.65,30.2,30,0,11.18,clear sky
487,Gornyy,RU,55.12,83.91,12.47,96,100,14.9,overcast clouds
488,Russell,US,32.35,-85.2,57.2,66,90,5.77,overcast clouds
489,Mongo,TD,12.18,18.69,67.68,25,4,4.54,clear sky
490,Evensk,RU,61.95,159.23,-31.77,70,0,6.11,clear sky
491,Amloh,IN,30.61,76.23,49.14,51,0,4.32,clear sky
492,Charlottesville,US,38.03,-78.48,44.6,56,1,6.93,clear sky
493,Yenotayevka,RU,47.25,47.03,14.45,88,97,7.23,overcast clouds
494,Astana,KZ,51.18,71.45,8.6,84,90,11.18,light snow
495,Ambovombe,MG,-25.17,46.08,74.88,70,52,6.2,broken clouds
496,Sharjah,AE,25.36,55.4,64.4,62,0,3.36,clear sky
497,Gainesville,US,29.65,-82.32,60.01,87,20,3.69,few clouds
498,Tapes,BR,-30.67,-51.4,71.04,77,13,14.79,few clouds
499,Tabou,CI,4.42,-7.35,77.59,86,31,6.91,light rain
500,Descalvado,BR,-21.9,-47.62,73.4,78,0,10.29,clear sky
501,Aizpute,LV,56.72,21.6,41.0,93,100,5.82,overcast clouds
502,Shaki,AZ,41.08,47.17,33.8,86,90,1.12,light rain
503,Shadegan,IR,30.65,48.66,55.4,76,75,11.41,broken clouds
504,Mpika,ZM,-11.83,31.45,61.81,90,83,1.14,light rain
505,Urucara,BR,-2.54,-57.76,79.34,77,100,1.32,overcast clouds
506,Tukrah,LY,32.53,20.58,58.55,77,43,3.47,scattered clouds
507,Te Anau,NZ,-45.42,167.72,63.5,52,0,7.63,clear sky
508,Makat,KZ,47.65,53.35,4.71,83,30,7.47,scattered clouds
509,Vestmannaeyjar,IS,63.44,-20.27,40.69,76,100,11.56,overcast clouds
510,Henties Bay,NA,-22.12,14.28,63.0,90,6,4.03,clear sky
511,Puerto Escondido,MX,15.85,-97.07,78.8,78,5,5.48,clear sky
512,Lahat,ID,-3.8,103.53,79.03,78,83,1.03,broken clouds
513,Tanout,NE,14.97,8.89,65.59,25,100,12.12,overcast clouds
514,Hengshui,CN,37.73,115.7,33.93,65,0,6.06,clear sky
515,Townsville,AU,-19.25,146.8,89.6,66,96,12.75,overcast clouds
516,Perth,AU,-31.93,115.83,102.0,12,0,9.17,clear sky
517,Caravelas,BR,-17.71,-39.25,75.9,85,78,8.19,broken clouds
518,Acajutla,SV,13.59,-89.83,73.99,87,0,1.99,clear sky
519,Dankov,RU,53.25,39.16,17.6,92,90,6.71,overcast clouds
520,Miandoab,IR,36.97,46.1,33.8,89,75,8.23,broken clouds
521,Erdenet,MN,49.03,104.08,0.03,83,91,4.36,overcast clouds
522,Taquari,BR,-29.8,-51.86,68.0,92,0,5.99,clear sky
523,Hay River,CA,60.82,-115.8,14.0,78,100,12.75,overcast clouds
524,Tecoanapa,MX,16.52,-98.75,77.59,76,0,2.82,clear sky
525,Tutoia,BR,-2.76,-42.27,80.76,77,100,13.51,overcast clouds
526,Aginskoye,RU,51.1,114.53,2.52,81,23,16.96,few clouds
527,Soyo,AO,-6.13,12.37,76.66,90,100,8.12,overcast clouds
528,Maneadero,MX,31.72,-116.57,61.95,29,100,8.05,overcast clouds
529,Panzhihua,CN,26.59,101.71,54.79,63,70,0.92,broken clouds
530,Talara,PE,-4.58,-81.27,68.0,87,100,11.77,overcast clouds
531,Bad Munstereifel,DE,50.55,6.77,46.99,85,0,5.01,clear sky
532,Krasnyy Chikoy,RU,50.36,108.75,-3.05,88,100,2.71,overcast clouds
533,Akhmeta,GE,42.03,45.21,35.6,74,0,17.22,clear sky
534,Vilyuysk,RU,63.76,121.62,-37.12,82,100,2.53,overcast clouds
535,Taoudenni,ML,22.68,-3.98,57.92,46,0,13.22,clear sky
536,Boa Vista,BR,2.82,-60.67,77.0,88,75,8.05,light rain
537,Uray,RU,60.12,64.78,-13.25,89,43,7.0,scattered clouds
538,Krasnoselkup,RU,65.7,82.47,-43.65,78,36,6.55,scattered clouds
539,Paamiut,GL,61.99,-49.67,34.38,92,100,36.91,light snow
540,Shenjiamen,CN,29.96,122.3,52.38,81,32,18.43,scattered clouds
541,San Matias,BO,-16.37,-58.4,74.7,92,100,4.09,light rain
542,Boralday,KZ,43.36,76.86,3.2,84,90,2.26,fog
543,Tongliao,CN,43.61,122.27,8.92,89,0,9.98,clear sky
544,Mackay,AU,-21.15,149.2,82.4,78,75,8.05,broken clouds
545,Hervey Bay,AU,-25.3,152.85,84.0,57,100,5.99,overcast clouds
546,Coaldale,CA,49.72,-112.62,28.99,74,75,31.09,broken clouds
547,Assiniboia,CA,49.63,-105.98,8.6,78,30,10.29,scattered clouds
548,Hudson Bay,CA,52.85,-102.38,-12.93,88,0,2.33,clear sky
549,Rio Gallegos,AR,-51.62,-69.22,53.6,66,40,21.92,scattered clouds
550,Manta,EC,-0.95,-80.73,77.0,73,75,8.05,broken clouds
551,Santo Antonio De Jesus,BR,-12.97,-39.26,67.93,95,52,1.97,broken clouds
552,Bridlington,GB,54.08,-0.19,42.8,75,94,13.87,overcast clouds
553,Falam,MM,22.92,93.68,52.36,85,0,0.27,clear sky
554,Quatre Cocos,MU,-20.21,57.76,77.0,83,75,12.75,shower rain
555,Boueni,YT,-12.9,45.08,80.6,74,0,8.05,light rain
556,Sembe,CG,1.65,14.58,71.22,88,26,2.89,scattered clouds
557,Darhan,MN,49.49,105.92,-0.26,84,42,4.72,scattered clouds
558,Taywarah,AF,33.35,64.42,19.63,78,0,3.13,clear sky
559,Pitimbu,BR,-7.47,-34.81,78.8,78,20,8.05,few clouds
560,Deputatskiy,RU,69.3,139.9,-21.59,89,100,5.64,overcast clouds
561,Capitao Poco,BR,-1.75,-47.06,75.51,91,99,5.46,light rain
562,Shirokiy,RU,49.76,129.52,-9.54,88,0,8.01,clear sky
563,Kachiry,KZ,53.07,76.1,9.59,95,100,12.1,overcast clouds
564,Sikeston,US,36.88,-89.59,55.4,93,90,12.75,moderate rain
565,Chupaca,PE,-12.07,-75.28,53.83,68,100,4.32,light rain
566,Mweka,CD,-4.85,21.57,68.36,96,100,0.74,overcast clouds
567,Basco,PH,20.45,121.97,77.34,91,19,15.82,few clouds
568,Jalu,LY,29.03,21.55,51.98,79,0,7.05,clear sky
569,Emet,TR,39.34,29.26,32.25,95,1,1.23,clear sky
570,Redcar,GB,54.62,-1.06,39.99,86,100,8.01,overcast clouds
571,Bud,US,39.45,-86.18,50.0,87,90,19.46,overcast clouds
572,Hluti,SZ,-27.22,31.62,65.55,99,96,3.29,overcast clouds
573,Poitiers,FR,46.58,0.33,48.99,76,90,20.8,overcast clouds
574,Najran,SA,17.49,44.13,51.8,57,0,1.25,clear sky
575,Dicabisagan,PH,17.08,122.42,83.34,67,34,1.74,scattered clouds
576,Bogorodskoye,RU,56.55,37.88,15.42,96,100,10.22,overcast clouds
577,Breves,BR,-1.68,-50.48,77.09,83,21,5.19,few clouds
578,Lakatoro,VU,-16.1,167.42,86.0,79,75,8.05,broken clouds
579,Dzhebariki-Khaya,RU,62.22,135.8,-42.92,78,100,1.54,overcast clouds
580,Kozhevnikovo,RU,56.26,83.97,8.01,88,100,6.4,light snow
581,Mantua,IT,45.17,10.78,48.0,98,100,3.0,overcast clouds
582,Guane,CU,22.2,-84.09,68.92,87,0,5.79,clear sky
583,Kangasala,FI,61.46,24.08,34.0,91,90,6.93,overcast clouds
584,Saurimo,AO,-9.66,20.39,62.04,97,54,2.13,broken clouds
585,Buchanan,LR,5.88,-10.05,78.51,85,33,6.35,scattered clouds
586,Egvekinot,RU,66.32,-179.17,2.5,95,100,1.79,light snow
587,Karakol,KG,42.49,78.39,17.91,71,46,3.49,scattered clouds
588,Tuzha,RU,57.61,47.94,10.44,96,97,6.24,overcast clouds
589,Muisne,EC,0.6,-80.03,75.65,86,100,6.71,overcast clouds
590,Ayan,RU,56.45,138.17,-16.56,79,4,9.98,clear sky
591,Klaksvik,FO,62.23,-6.59,33.8,64,90,18.34,overcast clouds
592,Cherdyn,RU,60.4,56.48,5.88,94,94,5.84,overcast clouds
593,Simao,CN,22.79,100.97,59.79,62,0,0.87,clear sky
594,Manthani,IN,18.65,79.67,59.81,64,0,0.6,clear sky
595,Grand Gaube,MU,-20.01,57.66,75.0,86,3,7.0,light rain
596,Itarema,BR,-2.92,-39.92,78.73,79,100,13.22,overcast clouds
597,Vanimo,PG,-2.67,141.3,78.87,86,100,3.27,heavy intensity rain
598,Alihe,CN,50.57,123.72,3.38,87,10,2.24,clear sky
599,Borkenes,NO,68.77,16.17,37.0,95,100,5.01,overcast clouds
600,Arman,RU,59.7,150.17,-16.94,81,84,13.29,broken clouds
601,Nantucket,US,41.28,-70.1,39.2,64,1,9.17,clear sky
602,Huarmey,PE,-10.07,-78.15,68.27,82,100,9.08,overcast clouds
603,Omsukchan,RU,62.53,155.8,-36.15,76,100,4.94,overcast clouds
604,Yarega,RU,63.44,53.58,-19.82,87,0,4.97,clear sky
605,Mahuva,IN,21.09,71.76,65.93,34,0,10.76,clear sky
606,Laguna,US,38.42,-121.42,44.6,81,1,3.36,clear sky
607,Zlitan,LY,32.47,14.57,59.16,81,1,3.74,clear sky
608,Wajid,SO,3.81,43.25,72.82,42,0,16.51,clear sky
609,Orotukan,RU,62.27,151.7,-31.92,80,100,3.06,overcast clouds
610,Sereflikochisar,TR,38.94,33.54,31.93,89,15,0.96,few clouds
611,Vardo,NO,70.37,31.11,33.62,91,100,28.03,overcast clouds
612,Ahuimanu,US,21.44,-157.84,80.6,61,20,6.93,few clouds
613,Baruun-Urt,MN,46.68,113.28,-5.8,85,0,10.04,clear sky
614,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,12.2,56,40,4.47,scattered clouds
615,Priladozhskiy,RU,59.85,31.48,32.0,99,100,10.4,overcast clouds
616,Palauig,PH,15.44,119.9,83.93,62,17,1.59,few clouds
617,Peruibe,BR,-24.32,-47.0,71.89,88,84,8.99,broken clouds
618,Atoyac,MX,20.02,-103.53,66.2,22,5,9.17,clear sky
619,Ofaqim,IL,31.31,34.62,53.01,100,97,3.0,overcast clouds
620,Roebourne,AU,-20.78,117.13,95.94,23,0,8.88,clear sky
621,George,ZA,-33.96,22.46,59.0,100,94,4.7,light rain
622,Amahai,ID,-3.33,128.92,87.62,59,100,2.24,overcast clouds
623,Malartic,CA,48.13,-78.13,26.6,86,90,18.34,overcast clouds
624,Naryan-Mar,RU,67.67,53.09,-25.46,82,0,6.78,clear sky
625,Bismarck,US,46.81,-100.78,10.4,66,90,8.05,overcast clouds
626,Coahuayana,MX,18.73,-103.68,72.61,65,0,1.39,clear sky
627,Morro Bay,US,35.37,-120.85,54.0,86,100,1.01,overcast clouds
628,La Paz,BO,-16.5,-68.15,48.2,70,75,9.17,broken clouds
629,Kiboga,UG,0.92,31.77,64.87,75,100,1.21,overcast clouds
630,Kapuskasing,CA,49.42,-82.43,32.0,97,100,3.36,snow
631,Mayo,US,38.89,-76.51,45.0,81,1,11.41,clear sky
632,Pontianak,ID,-0.03,109.33,86.14,64,5,0.74,clear sky
633,Nouakchott,MR,18.09,-15.98,59.0,30,55,5.82,broken clouds
634,Kontagora,NG,10.4,5.47,69.98,28,65,5.82,broken clouds
635,Shumskiy,RU,54.83,99.13,2.1,91,100,4.36,light snow
636,Baykit,RU,61.67,96.37,-32.31,77,10,2.42,clear sky
637,Sergeyevka,KZ,53.88,67.42,9.18,96,94,8.99,overcast clouds
638,Prado,BR,-17.34,-39.22,75.79,87,66,9.13,broken clouds
639,Chateaubelair,VC,13.28,-61.25,80.6,74,40,16.11,scattered clouds
640,Chara,RU,56.91,118.26,-15.9,77,96,0.65,overcast clouds
641,Asfi,MA,32.3,-9.24,59.76,68,1,11.86,clear sky
642,Owando,CG,-0.48,15.9,71.44,91,92,2.04,overcast clouds
643,Sheksna,RU,59.21,38.51,17.53,97,100,9.66,overcast clouds
644,Khandyga,RU,62.67,135.6,-43.4,80,100,0.74,overcast clouds
645,Itarantim,BR,-15.66,-40.07,67.75,95,7,2.42,clear sky
646,Lasa,IT,46.62,10.7,39.0,100,75,4.7,broken clouds
647,Xichang,CN,27.9,102.26,51.01,52,98,0.58,overcast clouds
648,Lithgow,AU,-33.48,150.15,71.01,53,87,7.09,overcast clouds
649,Ciudad Bolivar,VE,8.12,-63.55,76.98,81,79,11.52,broken clouds
650,Mandalgovi,MN,45.76,106.27,-0.47,79,0,9.93,clear sky
651,San Vicente,AR,-26.62,-54.13,69.39,73,0,3.24,light rain
652,Humaita,BR,-7.51,-63.02,76.24,87,93,1.7,overcast clouds
653,Kirakira,SB,-10.45,161.92,83.8,72,5,3.09,light rain
654,Majene,ID,-3.54,118.97,77.09,89,100,5.1,moderate rain
655,Imperia,IT,43.97,7.78,53.6,93,75,21.92,broken clouds
656,Idritsa,RU,56.33,28.9,34.16,91,100,7.23,overcast clouds
657,Lumphat,KH,13.49,106.98,78.24,73,75,5.26,broken clouds
658,Acapulco,MX,16.86,-99.89,78.8,88,20,4.7,few clouds
659,Banda Aceh,ID,5.56,95.32,79.92,80,97,9.8,overcast clouds
660,Abu Dhabi,AE,24.47,54.37,62.6,82,20,1.12,few clouds
661,Aljezur,PT,37.32,-8.8,55.0,100,100,1.01,overcast clouds
662,Monrovia,LR,6.3,-10.8,78.87,85,6,7.49,clear sky
663,Yagodnoye,RU,62.55,149.67,-34.1,78,86,2.84,overcast clouds
664,Fukue,JP,32.69,128.84,51.8,93,75,2.24,light intensity shower rain
665,Palmares Do Sul,BR,-30.26,-50.51,71.19,79,0,14.09,clear sky
666,Komsomolskiy,UZ,40.43,71.72,32.0,90,90,4.7,mist
667,Kisangani,CD,0.52,25.2,70.86,95,100,0.51,overcast clouds
668,Naze,JP,28.37,129.48,66.2,93,75,4.7,light intensity shower rain
669,La Asuncion,VE,11.03,-63.86,78.01,85,100,13.78,overcast clouds
670,Kidal,ML,18.44,1.41,61.18,31,61,12.06,broken clouds
671,Rantepao,ID,-2.97,119.9,78.8,68,99,1.81,light rain
672,Villaviciosa,ES,43.48,-5.44,46.0,89,50,1.01,scattered clouds
673,Punta Alta,AR,-38.88,-62.07,73.44,62,0,11.74,clear sky
674,Talaya,RU,61.38,152.75,-39.42,78,93,1.41,overcast clouds
675,Vanavara,RU,60.34,102.28,-30.42,85,71,0.47,broken clouds
676,Axim,GH,4.87,-2.24,78.51,86,54,7.67,light rain
677,Donskoye,RU,45.46,41.97,17.6,92,90,6.71,mist
678,Banjar,ID,-8.19,114.97,84.2,79,40,5.82,scattered clouds
679,Aberdeen,GB,57.14,-2.1,35.6,79,1,14.99,snow
680,Moron,AR,-34.65,-58.62,78.01,61,0,1.01,clear sky
681,Alzey,DE,49.75,8.12,51.01,74,58,10.02,broken clouds
682,Tazmalt,DZ,36.39,4.4,53.6,62,0,9.17,clear sky
683,Shimoda,JP,34.67,138.95,59.0,51,75,18.34,broken clouds
684,Dimbokro,CI,6.65,-4.7,75.88,85,15,4.36,few clouds
685,Muravlenko,RU,63.79,74.52,-35.1,83,99,10.25,overcast clouds
686,Pathein,MM,16.78,94.73,71.76,68,0,5.95,clear sky
687,Krivosheino,RU,57.34,83.93,-1.37,93,100,0.36,overcast clouds
688,Sola,VU,-13.88,167.55,83.48,70,99,3.0,overcast clouds
689,Cervo,ES,43.67,-7.41,34.0,100,4,1.01,light rain
690,Port-Cartier,CA,50.03,-66.87,12.2,66,100,3.36,overcast clouds
691,Andros Town,BS,24.7,-77.77,75.2,83,0,11.41,clear sky
692,Jumla,NP,29.27,82.18,37.96,47,0,5.23,clear sky
693,Kautokeino,NO,69.01,23.04,26.8,98,100,4.27,light snow
694,Kozhva,RU,65.11,57.05,-30.5,84,9,4.76,clear sky
695,Aurangabad,IN,19.88,75.33,51.8,87,0,5.12,haze
696,Kavaratti,IN,10.57,72.64,82.02,77,11,12.03,few clouds
697,Neiafu,TO,-18.65,-173.98,84.2,74,40,5.82,light rain
698,Mongomo,GQ,1.63,11.31,67.37,98,95,1.9,overcast clouds
699,Boddam,GB,57.47,-1.78,35.6,71,3,14.99,snow
700,Coos Bay,US,43.37,-124.22,42.01,72,1,9.17,clear sky
701,Hofn,IS,64.25,-15.21,31.14,79,99,5.88,overcast clouds
702,Kedrovyy,RU,56.17,91.82,-4.0,83,75,2.24,light snow
703,Nago,JP,26.59,127.98,71.6,88,75,9.17,broken clouds
704,Abalak,RU,58.13,68.59,1.78,94,91,7.52,overcast clouds
705,Baraya,CO,3.15,-75.05,72.19,76,27,4.68,scattered clouds
706,Havre-Saint-Pierre,CA,50.23,-63.6,5.0,71,1,6.93,clear sky
707,Roald,NO,62.58,6.13,35.6,93,100,4.7,overcast clouds
708,Porto Santo,PT,33.07,-16.34,64.4,88,20,11.41,few clouds
